475.5743446	0.026984586
479.5766791	0.06519138
485.3324174	0.153212327
487.6766419	0.199329378
504.924798	0.953292389
507.9741958	0.992547708
511.2141809	0.963544637
513.1200545	0.91262064
514.4541661	0.865069094
515.5976902	0.821901733
516.7412144	0.776710902
518.0753259	0.726967263
519.6000248	0.672839438
521.1247237	0.620229217
522.8400099	0.570856547
526.6094044	0.489570865
532.7505527	0.400038884
536.9434746	0.362144808
541.1363965	0.329217432
545.3293184	0.295676883
549.5222404	0.257476221
553.7151623	0.216638916
557.9080842	0.177457178
562.1010061	0.145817464
566.2939281	0.12024816
570.48685	0.09866448
574.6797719	0.082721988
578.8726938	0.070949072
583.0656158	0.061015673
587.2585377	0.052921793
591.4514596	0.045747672
595.6443815	0.040045165
599.7102452	0.036542416
604.0302254	0.030663622
608.2231473	0.024593212
610.8913704	0.019933099
482.2645291	0.10212766
474.0480962	0.004255319
488.6773547	0.238297872
490.0801603	0.285106383
491.0821643	0.325531915
492.0841683	0.363829787
492.8857715	0.404255319
494.0881764	0.453191489
495.6913828	0.504255319
496.2925852	0.54893617
496.8937876	0.593617021
497.8957916	0.638297872
498.8977956	0.69787234
501.9038076	0.842553191
500.9018036	0.789361702
499.8997996	0.744680851
502.7054108	0.889361702
503.7074148	0.923404255
505.9118236	0.980851064
510.1202405	0.987234043
512.5250501	0.938297872
524.3486974	0.536170213
529.1583166	0.453191489
613.9278557	0.019148936
617.9358717	0.017021277
622.5450902	0.019148936
632.1643287	0.017021277
627.3547094	0.017021277
635.5711423	0.014893617
639.9799599	0.010638298
645.3907816	0.008510638
